split,source_image,tile_image,row,col,crop_x1,crop_y1,crop_x2,crop_y2,orig_w,orig_h,tile_w,tile_h,source_labels,parsed_boxes,tile_labels,source_boxes_assigned,source_boxes_dropped
train,data/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389.jpg,data_quadrant/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389__r1c0.jpg,1,0,0,526,1697,1316,2828,1316,1697,790,1,1,1,1,0
train,data/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389.jpg,data_quadrant/train/images/train_555_png.rf.da7af61f3ac0e933e39a584053e59389__r1c1.jpg,1,1,1131,526,2828,1316,2828,1316,1697,790,1,1,1,1,0
train,data/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf.jpg,data_quadrant/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf__r0c0.jpg,0,0,0,0,1636,790,2727,1316,1636,790,1,1,0,1,0
train,data/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf.jpg,data_quadrant/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf__r0c1.jpg,0,1,1090,0,2727,790,2727,1316,1637,790,1,1,0,1,0
train,data/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf.jpg,data_quadrant/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf__r1c0.jpg,1,0,0,526,1636,1316,2727,1316,1636,790,1,1,1,1,0
train,data/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf.jpg,data_quadrant/train/images/train_556_png.rf.55405705327056ec84fb5fd0977a32bf__r1c1.jpg,1,1,1090,526,2727,1316,2727,1316,1637,790,1,1,0,1,0
train,data/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818.jpg,data_quadrant/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,2,2,2,2,0
train,data/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818.jpg,data_quadrant/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,2,2,1,2,0
train,data/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818.jpg,data_quadrant/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,2,2,2,2,0
train,data/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818.jpg,data_quadrant/train/images/train_55_png.rf.2eb3212dfab0010f7048fd5ad519f818__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,2,2,1,2,0
train,data/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148.jpg,data_quadrant/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148__r0c0.jpg,0,0,0,0,1721,902,2868,1504,1721,902,1,1,1,1,0
train,data/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148.jpg,data_quadrant/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148__r0c1.jpg,0,1,1147,0,2868,902,2868,1504,1721,902,1,1,1,1,0
train,data/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148.jpg,data_quadrant/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148__r1c0.jpg,1,0,0,602,1721,1504,2868,1504,1721,902,1,1,1,1,0
train,data/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148.jpg,data_quadrant/train/images/train_562_png.rf.639852eaab67f79ff62b20011ceb7148__r1c1.jpg,1,1,1147,602,2868,1504,2868,1504,1721,902,1,1,1,1,0
train,data/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0.jpg,data_quadrant/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0__r0c0.jpg,0,0,0,0,1186,586,1976,976,1186,586,2,2,1,2,0
train,data/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0.jpg,data_quadrant/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0__r0c1.jpg,0,1,790,0,1976,586,1976,976,1186,586,2,2,0,2,0
train,data/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0.jpg,data_quadrant/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0__r1c0.jpg,1,0,0,390,1186,976,1976,976,1186,586,2,2,2,2,0
train,data/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0.jpg,data_quadrant/train/images/train_564_png.rf.b1615ecdbaad1d6ab549b56945a337a0__r1c1.jpg,1,1,790,390,1976,976,1976,976,1186,586,2,2,1,2,0
train,data/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad.jpg,data_quadrant/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad.jpg,data_quadrant/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad.jpg,data_quadrant/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad.jpg,data_quadrant/train/images/train_56_png.rf.3344f6ea9e3f89112519aaf8384649ad__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a.jpg,data_quadrant/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a__r0c0.jpg,0,0,0,0,1534,902,2556,1504,1534,902,3,3,1,3,0
train,data/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a.jpg,data_quadrant/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a__r0c1.jpg,0,1,1022,0,2556,902,2556,1504,1534,902,3,3,2,3,0
train,data/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a.jpg,data_quadrant/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a__r1c0.jpg,1,0,0,602,1534,1504,2556,1504,1534,902,3,3,1,3,0
train,data/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a.jpg,data_quadrant/train/images/train_575_png.rf.34895224cd7f3a44163fa6f9349d871a__r1c1.jpg,1,1,1022,602,2556,1504,2556,1504,1534,902,3,3,2,3,0
train,data/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4.jpg,data_quadrant/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4__r0c0.jpg,0,0,0,0,1786,790,2977,1316,1786,790,2,2,1,2,0
train,data/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4.jpg,data_quadrant/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4__r0c1.jpg,0,1,1190,0,2977,790,2977,1316,1787,790,2,2,1,2,0
train,data/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4.jpg,data_quadrant/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4__r1c0.jpg,1,0,0,526,1786,1316,2977,1316,1786,790,2,2,1,2,0
train,data/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4.jpg,data_quadrant/train/images/train_582_png.rf.620b69f3be5a991d87b1d444dc4638c4__r1c1.jpg,1,1,1190,526,2977,1316,2977,1316,1787,790,2,2,1,2,0
train,data/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596.jpg,data_quadrant/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596__r0c0.jpg,0,0,0,0,1703,790,2839,1316,1703,790,3,3,2,3,0
train,data/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596.jpg,data_quadrant/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596__r0c1.jpg,0,1,1135,0,2839,790,2839,1316,1704,790,3,3,2,3,0
train,data/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596.jpg,data_quadrant/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596__r1c0.jpg,1,0,0,526,1703,1316,2839,1316,1703,790,3,3,2,3,0
train,data/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596.jpg,data_quadrant/train/images/train_583_png.rf.d6e24f614b06fce78c2be0d9574a2596__r1c1.jpg,1,1,1135,526,2839,1316,2839,1316,1704,790,3,3,2,3,0
train,data/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516.jpg,data_quadrant/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516__r0c0.jpg,0,0,0,0,1730,902,2884,1504,1730,902,1,1,0,1,0
train,data/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516.jpg,data_quadrant/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516__r0c1.jpg,0,1,1154,0,2884,902,2884,1504,1730,902,1,1,1,1,0
train,data/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516.jpg,data_quadrant/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516__r1c0.jpg,1,0,0,602,1730,1504,2884,1504,1730,902,1,1,0,1,0
train,data/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516.jpg,data_quadrant/train/images/train_592_png.rf.1dfb6348c2ce5f5fc8d152821ec21516__r1c1.jpg,1,1,1154,602,2884,1504,2884,1504,1730,902,1,1,1,1,0
train,data/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604.jpg,data_quadrant/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604__r0c0.jpg,0,0,0,0,1687,790,2812,1316,1687,790,1,1,1,1,0
train,data/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604.jpg,data_quadrant/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604__r0c1.jpg,0,1,1125,0,2812,790,2812,1316,1687,790,1,1,0,1,0
train,data/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604.jpg,data_quadrant/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604__r1c0.jpg,1,0,0,526,1687,1316,2812,1316,1687,790,1,1,1,1,0
train,data/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604.jpg,data_quadrant/train/images/train_596_png.rf.ddb44b078ca706a0fa438ebe8fe99604__r1c1.jpg,1,1,1125,526,2812,1316,2812,1316,1687,790,1,1,0,1,0
train,data/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415.jpg,data_quadrant/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415__r0c0.jpg,0,0,0,0,1720,790,2867,1316,1720,790,1,1,1,1,0
train,data/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415.jpg,data_quadrant/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415__r0c1.jpg,0,1,1146,0,2867,790,2867,1316,1721,790,1,1,0,1,0
train,data/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415.jpg,data_quadrant/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415__r1c0.jpg,1,0,0,526,1720,1316,2867,1316,1720,790,1,1,1,1,0
train,data/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415.jpg,data_quadrant/train/images/train_604_png.rf.34bff0d99bcabf26cb7b7176656fe415__r1c1.jpg,1,1,1146,526,2867,1316,2867,1316,1721,790,1,1,0,1,0
train,data/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15.jpg,data_quadrant/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15__r0c0.jpg,0,0,0,0,1802,790,3004,1316,1802,790,2,2,0,2,0
train,data/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15.jpg,data_quadrant/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15__r0c1.jpg,0,1,1202,0,3004,790,3004,1316,1802,790,2,2,1,2,0
train,data/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15.jpg,data_quadrant/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15__r1c0.jpg,1,0,0,526,1802,1316,3004,1316,1802,790,2,2,0,2,0
train,data/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15.jpg,data_quadrant/train/images/train_621_png.rf.d7393d44ab843a8ce730c6ece3caca15__r1c1.jpg,1,1,1202,526,3004,1316,3004,1316,1802,790,2,2,1,2,0
train,data/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee.jpg,data_quadrant/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee__r0c0.jpg,0,0,0,0,1786,790,2977,1316,1786,790,1,1,0,1,0
train,data/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee.jpg,data_quadrant/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee__r0c1.jpg,0,1,1190,0,2977,790,2977,1316,1787,790,1,1,1,1,0
train,data/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee.jpg,data_quadrant/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee__r1c0.jpg,1,0,0,526,1786,1316,2977,1316,1786,790,1,1,1,1,0
train,data/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee.jpg,data_quadrant/train/images/train_622_png.rf.9e9a7a918c0aaf2c0df820a0e06d34ee__r1c1.jpg,1,1,1190,526,2977,1316,2977,1316,1787,790,1,1,1,1,0
train,data/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2.jpg,data_quadrant/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2__r0c0.jpg,0,0,0,0,1654,790,2756,1316,1654,790,1,1,0,1,0
train,data/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2.jpg,data_quadrant/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2__r0c1.jpg,0,1,1102,0,2756,790,2756,1316,1654,790,1,1,0,1,0
train,data/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2.jpg,data_quadrant/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2__r1c0.jpg,1,0,0,526,1654,1316,2756,1316,1654,790,1,1,0,1,0
train,data/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2.jpg,data_quadrant/train/images/train_625_png.rf.6f1cbd35a1b0484838d5be0d619ae4e2__r1c1.jpg,1,1,1102,526,2756,1316,2756,1316,1654,790,1,1,1,1,0
train,data/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca.jpg,data_quadrant/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca__r0c0.jpg,0,0,0,0,1720,790,2867,1316,1720,790,4,4,2,4,0
train,data/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca.jpg,data_quadrant/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca__r0c1.jpg,0,1,1146,0,2867,790,2867,1316,1721,790,4,4,1,4,0
train,data/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca.jpg,data_quadrant/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca__r1c0.jpg,1,0,0,526,1720,1316,2867,1316,1720,790,4,4,4,4,0
train,data/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca.jpg,data_quadrant/train/images/train_62_png.rf.fc728f3ecb9bac9ddbbf01cded87a1ca__r1c1.jpg,1,1,1146,526,2867,1316,2867,1316,1721,790,4,4,1,4,0
train,data/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca.jpg,data_quadrant/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca__r0c0.jpg,0,0,0,0,1846,922,3076,1536,1846,922,3,3,2,3,0
train,data/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca.jpg,data_quadrant/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca__r0c1.jpg,0,1,1230,0,3076,922,3076,1536,1846,922,3,3,1,3,0
train,data/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca.jpg,data_quadrant/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca__r1c0.jpg,1,0,0,614,1846,1536,3076,1536,1846,922,3,3,2,3,0
train,data/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca.jpg,data_quadrant/train/images/train_637_png.rf.dfdee3027e34868c137e2e89b98d80ca__r1c1.jpg,1,1,1230,614,3076,1536,3076,1536,1846,922,3,3,1,3,0
train,data/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69.jpg,data_quadrant/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69__r0c0.jpg,0,0,0,0,1739,790,2899,1316,1739,790,1,1,1,1,0
train,data/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69.jpg,data_quadrant/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69__r0c1.jpg,0,1,1159,0,2899,790,2899,1316,1740,790,1,1,0,1,0
train,data/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69.jpg,data_quadrant/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69__r1c0.jpg,1,0,0,526,1739,1316,2899,1316,1739,790,1,1,1,1,0
train,data/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69.jpg,data_quadrant/train/images/train_644_png.rf.47bfac618c607e9be2f94aadd8a3fa69__r1c1.jpg,1,1,1159,526,2899,1316,2899,1316,1740,790,1,1,0,1,0
train,data/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d.jpg,data_quadrant/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d__r0c0.jpg,0,0,0,0,1761,790,2935,1316,1761,790,1,1,1,1,0
train,data/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d.jpg,data_quadrant/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d__r0c1.jpg,0,1,1173,0,2935,790,2935,1316,1762,790,1,1,0,1,0
train,data/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d.jpg,data_quadrant/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d__r1c0.jpg,1,0,0,526,1761,1316,2935,1316,1761,790,1,1,1,1,0
train,data/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d.jpg,data_quadrant/train/images/train_647_png.rf.d9880d01c0f25d22e748f009f2ae067d__r1c1.jpg,1,1,1173,526,2935,1316,2935,1316,1762,790,1,1,0,1,0
train,data/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399.jpg,data_quadrant/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399__r0c0.jpg,0,0,0,0,1662,790,2771,1316,1662,790,3,3,1,3,0
train,data/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399.jpg,data_quadrant/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399__r0c1.jpg,0,1,1108,0,2771,790,2771,1316,1663,790,3,3,2,3,0
train,data/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399.jpg,data_quadrant/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399__r1c0.jpg,1,0,0,526,1662,1316,2771,1316,1662,790,3,3,1,3,0
train,data/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399.jpg,data_quadrant/train/images/train_670_png.rf.54e2b3cedb8d9dc3420f1c7f3ccda399__r1c1.jpg,1,1,1108,526,2771,1316,2771,1316,1663,790,3,3,2,3,0
train,data/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615.jpg,data_quadrant/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615__r0c0.jpg,0,0,0,0,1696,790,2827,1316,1696,790,1,1,0,1,0
train,data/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615.jpg,data_quadrant/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615__r0c1.jpg,0,1,1130,0,2827,790,2827,1316,1697,790,1,1,0,1,0
train,data/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615.jpg,data_quadrant/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615__r1c0.jpg,1,0,0,526,1696,1316,2827,1316,1696,790,1,1,0,1,0
train,data/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615.jpg,data_quadrant/train/images/train_691_png.rf.b21bc597653535a852b25371b135c615__r1c1.jpg,1,1,1130,526,2827,1316,2827,1316,1697,790,1,1,1,1,0
train,data/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973.jpg,data_quadrant/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973__r0c0.jpg,0,0,0,0,1778,790,2965,1316,1778,790,1,1,0,1,0
train,data/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973.jpg,data_quadrant/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973__r0c1.jpg,0,1,1186,0,2965,790,2965,1316,1779,790,1,1,1,1,0
train,data/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973.jpg,data_quadrant/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973__r1c0.jpg,1,0,0,526,1778,1316,2965,1316,1778,790,1,1,0,1,0
train,data/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973.jpg,data_quadrant/train/images/train_696_png.rf.8a0bd3562857b82996d23d911f68b973__r1c1.jpg,1,1,1186,526,2965,1316,2965,1316,1779,790,1,1,1,1,0
train,data/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67.jpg,data_quadrant/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67.jpg,data_quadrant/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67.jpg,data_quadrant/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67.jpg,data_quadrant/train/images/train_77_png.rf.2b3c5a4811f1276f24498a8958e92c67__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930.jpg,data_quadrant/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930__r0c0.jpg,0,0,0,0,1752,790,2920,1316,1752,790,1,1,0,1,0
train,data/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930.jpg,data_quadrant/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930__r0c1.jpg,0,1,1168,0,2920,790,2920,1316,1752,790,1,1,0,1,0
train,data/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930.jpg,data_quadrant/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930__r1c0.jpg,1,0,0,526,1752,1316,2920,1316,1752,790,1,1,0,1,0
train,data/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930.jpg,data_quadrant/train/images/train_7_png.rf.8ccd44834d1300df3acef61e548aa930__r1c1.jpg,1,1,1168,526,2920,1316,2920,1316,1752,790,1,1,1,1,0
train,data/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa.jpg,data_quadrant/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa__r0c0.jpg,0,0,0,0,1716,790,2860,1316,1716,790,1,1,0,1,0
train,data/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa.jpg,data_quadrant/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa__r0c1.jpg,0,1,1144,0,2860,790,2860,1316,1716,790,1,1,1,1,0
train,data/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa.jpg,data_quadrant/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa__r1c0.jpg,1,0,0,526,1716,1316,2860,1316,1716,790,1,1,0,1,0
train,data/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa.jpg,data_quadrant/train/images/train_81_png.rf.344fa225442cfe46a25db919336a43fa__r1c1.jpg,1,1,1144,526,2860,1316,2860,1316,1716,790,1,1,1,1,0
train,data/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063.jpg,data_quadrant/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063.jpg,data_quadrant/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063__r0c1.jpg,0,1,1149,0,2872,902,2872,1504,1723,902,1,1,0,1,0
train,data/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063.jpg,data_quadrant/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063__r1c0.jpg,1,0,0,602,1723,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063.jpg,data_quadrant/train/images/train_82_png.rf.61a405934ee229ee7aa85ef9a0f10063__r1c1.jpg,1,1,1149,602,2872,1504,2872,1504,1723,902,1,1,1,1,0
train,data/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63.jpg,data_quadrant/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63__r0c0.jpg,0,0,0,0,1790,790,2985,1316,1790,790,2,2,2,2,0
train,data/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63.jpg,data_quadrant/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63__r0c1.jpg,0,1,1194,0,2985,790,2985,1316,1791,790,2,2,2,2,0
train,data/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63.jpg,data_quadrant/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63__r1c0.jpg,1,0,0,526,1790,1316,2985,1316,1790,790,2,2,2,2,0
train,data/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63.jpg,data_quadrant/train/images/train_91_png.rf.6bdeea2941e42e0b50752618e95cfc63__r1c1.jpg,1,1,1194,526,2985,1316,2985,1316,1791,790,2,2,2,2,0
train,data/train/images/train_9_png.rf.2f430b30b557521744d6eae50b813dab.jpg,data_quadrant/train/images/train_9_png.rf.2f430b30b557521744d6eae50b813dab__r0c0.jpg,0,0,0,0,1723,902,2872,1504,1723,902,1,1,1,1,0
